timestamp,user_id,ip_address,country,action,status,resource,risk_score,scenario
2024-01-09 19:36:03,user_011,164.56.166.59,Mexico,access,success,api,0,normal
2024-01-09 19:42:51,user_012,166.120.207.62,Brasil,access,success,login,0,normal
2024-01-10 10:57:06,user_030,171.232.199.201,Colombia,access,success,dashboard,0,normal
2024-01-10 11:10:17,user_012,166.120.207.62,Brasil,access,failed,dashboard,20,normal
2024-01-10 12:10:09,user_016,176.156.118.57,España,access,success,file_storage,0,normal
2024-01-10 13:01:39,user_025,178.250.128.176,Colombia,access,success,dashboard,0,normal
2024-01-10 14:31:10,user_024,188.210.120.8,España,access,success,file_storage,0,normal
2024-01-10 14:50:31,user_003,158.192.78.42,Colombia,access,success,dashboard,0,normal
2024-01-10 14:56:40,user_006,173.202.51.87,Argentina,access,success,api,0,normal
2024-01-10 16:47:25,user_026,177.47.173.99,Mexico,access,success,dashboard,0,normal
2024-01-10 16:51:58,user_005,169.16.230.68,Brasil,access,success,file_storage,0,normal
2024-01-10 17:11:45,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-10 18:59:41,user_013,196.149.226.196,Brasil,access,success,dashboard,0,normal
2024-01-10 19:09:31,user_010,173.18.47.197,Colombia,access,success,login,0,normal
2024-01-10 19:59:38,user_010,173.18.47.197,Colombia,access,success,api,0,normal
2024-01-11 01:56:24,user_030,171.232.199.201,Colombia,access,success,database,40,compromised_account
2024-01-11 08:15:12,user_001,151.140.125.58,Argentina,access,success,login,0,normal
2024-01-11 08:50:25,user_005,169.16.230.68,Brasil,access,success,api,0,normal
2024-01-11 09:55:31,user_026,177.47.173.99,Mexico,access,success,file_storage,0,normal
2024-01-11 11:06:02,user_011,164.56.166.59,Mexico,access,success,login,0,normal
2024-01-11 11:35:09,user_029,183.159.52.198,Argentina,access,success,api,0,normal
2024-01-11 13:03:58,user_030,171.232.199.201,Colombia,access,success,file_storage,0,normal
2024-01-11 14:07:13,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-11 14:47:20,user_002,181.224.41.154,Colombia,access,failed,api,20,normal
2024-01-11 15:14:58,user_013,196.149.226.196,Brasil,access,success,login,0,normal
2024-01-11 16:06:10,user_012,166.120.207.62,Brasil,access,success,login,0,normal
2024-01-11 16:24:33,user_009,168.134.187.117,España,access,success,login,0,normal
2024-01-11 17:05:26,user_001,151.140.125.58,Argentina,access,success,api,0,normal
2024-01-11 17:06:37,user_029,183.159.52.198,Argentina,access,success,login,0,normal
2024-01-11 17:17:35,user_027,159.134.57.185,Argentina,access,success,api,0,normal
2024-01-11 17:47:52,user_009,168.134.187.117,España,access,success,file_storage,0,normal
2024-01-11 17:50:44,user_008,186.9.145.243,Colombia,access,success,file_storage,0,normal
2024-01-11 18:20:06,user_007,197.9.52.104,España,access,success,api,0,normal
2024-01-11 19:28:34,user_004,176.213.68.100,Colombia,access,success,dashboard,0,normal
2024-01-12 08:08:45,user_003,158.192.78.42,Colombia,access,success,api,0,normal
2024-01-12 08:16:32,user_012,166.120.207.62,Brasil,access,success,file_storage,0,normal
2024-01-12 08:21:49,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-12 08:30:46,user_011,164.56.166.59,Mexico,access,success,login,0,normal
2024-01-12 08:35:18,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-12 09:03:19,user_017,195.118.110.207,Argentina,access,success,login,0,normal
2024-01-12 09:33:49,user_010,173.18.47.197,Colombia,access,failed,api,20,normal
2024-01-12 09:34:18,user_016,176.156.118.57,España,access,success,login,0,normal
2024-01-12 10:54:15,user_028,199.228.109.48,Mexico,access,success,dashboard,0,normal
2024-01-12 11:13:24,user_018,159.210.112.169,Argentina,access,success,dashboard,0,normal
2024-01-12 11:30:39,user_001,151.140.125.58,Argentina,access,success,login,0,normal
2024-01-12 11:56:02,user_003,158.192.78.42,Colombia,access,success,api,0,normal
2024-01-12 11:56:55,user_014,168.225.99.162,Brasil,access,success,dashboard,0,normal
2024-01-12 12:28:29,user_006,173.202.51.87,Argentina,access,success,api,0,normal
2024-01-12 14:13:57,user_030,171.232.199.201,Colombia,access,success,login,0,normal
2024-01-12 14:22:44,user_003,158.192.78.42,Colombia,access,success,login,0,normal
2024-01-12 14:23:43,user_003,158.192.78.42,Colombia,access,success,dashboard,0,normal
2024-01-12 14:28:14,user_003,158.192.78.42,Colombia,access,success,dashboard,0,normal
2024-01-12 16:06:32,user_012,166.120.207.62,Brasil,access,success,file_storage,0,normal
2024-01-12 16:15:18,user_016,176.156.118.57,España,access,success,login,0,normal
2024-01-12 17:15:22,user_018,159.210.112.169,Argentina,access,success,login,0,normal
2024-01-12 17:41:43,user_004,176.213.68.100,Colombia,access,success,file_storage,0,normal
2024-01-12 17:55:14,user_004,176.213.68.100,Colombia,access,failed,dashboard,20,normal
2024-01-12 19:33:27,user_008,186.9.145.243,Colombia,access,success,dashboard,0,normal
2024-01-15 08:28:17,user_006,173.202.51.87,Argentina,access,success,dashboard,0,normal
2024-01-15 08:37:30,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-15 09:19:25,user_018,159.210.112.169,Argentina,access,success,file_storage,0,normal
2024-01-15 09:33:09,user_003,158.192.78.42,Colombia,access,success,api,0,normal
2024-01-15 09:35:24,user_018,159.210.112.169,Argentina,access,success,api,0,normal
2024-01-15 09:42:40,user_003,158.192.78.42,Colombia,access,success,file_storage,0,normal
2024-01-15 09:43:04,user_030,171.232.199.201,Colombia,access,success,file_storage,0,normal
2024-01-15 10:32:18,user_003,158.192.78.42,Colombia,access,success,dashboard,0,normal
2024-01-15 11:05:59,user_005,169.16.230.68,Brasil,access,success,file_storage,0,normal
2024-01-15 11:17:48,user_007,197.9.52.104,España,access,success,dashboard,0,normal
2024-01-15 11:36:54,user_005,169.16.230.68,Brasil,access,success,file_storage,0,normal
2024-01-15 12:22:23,user_002,181.224.41.154,Colombia,access,success,file_storage,0,normal
2024-01-15 14:24:09,user_030,171.232.199.201,Colombia,access,success,api,0,normal
2024-01-15 15:36:33,user_027,159.134.57.185,Argentina,access,success,dashboard,0,normal
2024-01-15 16:19:36,user_010,173.18.47.197,Colombia,access,success,api,0,normal
2024-01-15 16:29:43,user_003,158.192.78.42,Colombia,access,success,api,0,normal
2024-01-15 16:44:57,user_018,159.210.112.169,Argentina,access,success,login,0,normal
2024-01-15 16:58:43,user_011,164.56.166.59,Mexico,access,success,api,0,normal
2024-01-15 17:42:57,user_010,173.18.47.197,Colombia,access,success,dashboard,0,normal
2024-01-15 18:00:44,user_004,176.213.68.100,Colombia,access,success,dashboard,0,normal
2024-01-15 18:21:17,user_027,159.134.57.185,Argentina,access,success,api,0,normal
2024-01-15 18:45:51,user_013,196.149.226.196,Brasil,access,success,api,0,normal
2024-01-15 19:04:35,user_012,166.120.207.62,Brasil,access,success,file_storage,0,normal
2024-01-15 19:50:15,user_017,195.118.110.207,Argentina,access,success,login,0,normal
2024-01-16 09:59:30,user_003,158.192.78.42,Colombia,access,success,login,0,normal
2024-01-16 10:19:37,user_013,196.149.226.196,Brasil,access,success,file_storage,0,normal
2024-01-16 12:12:50,user_009,168.134.187.117,España,access,success,api,0,normal
2024-01-16 12:52:16,user_010,173.18.47.197,Colombia,access,success,dashboard,0,normal
2024-01-16 15:16:26,user_024,188.210.120.8,España,access,success,api,0,normal
2024-01-16 16:01:27,user_012,166.120.207.62,Brasil,access,success,api,0,normal
2024-01-16 16:37:56,user_003,158.192.78.42,Colombia,access,success,dashboard,0,normal
2024-01-16 16:49:20,user_024,188.210.120.8,España,access,success,api,0,normal
2024-01-16 17:51:13,user_028,199.228.109.48,Mexico,access,success,api,0,normal
2024-01-16 18:02:38,user_016,176.156.118.57,España,access,success,dashboard,0,normal
2024-01-16 18:23:06,user_029,183.159.52.198,Argentina,access,success,dashboard,0,normal
2024-01-16 19:11:51,user_015,188.78.89.66,Mexico,access,success,dashboard,0,normal
2024-01-16 19:12:47,user_016,176.156.118.57,España,access,success,file_storage,0,normal
2024-01-16 19:50:18,user_007,197.9.52.104,España,access,success,dashboard,0,normal
2024-01-17 08:55:51,user_011,164.56.166.59,Mexico,access,success,dashboard,0,normal
2024-01-17 09:09:56,user_014,168.225.99.162,Brasil,access,success,dashboard,0,normal
2024-01-17 10:17:39,user_002,181.224.41.154,Colombia,access,success,api,0,normal
2024-01-17 10:27:17,user_004,176.213.68.100,Colombia,access,success,file_storage,0,normal
2024-01-17 10:41:09,user_018,159.210.112.169,Argentina,access,success,api,0,normal
2024-01-17 10:59:28,user_009,168.134.187.117,España,access,success,file_storage,0,normal
2024-01-17 11:38:00,user_016,176.156.118.57,España,access,success,api,0,normal
2024-01-17 12:45:36,user_005,169.16.230.68,Brasil,access,success,login,0,normal
2024-01-17 13:01:37,user_015,188.78.89.66,Mexico,access,success,dashboard,0,normal
2024-01-17 13:39:58,user_030,171.232.199.201,Colombia,access,success,api,0,normal
2024-01-17 14:24:38,user_001,151.140.125.58,Argentina,access,success,file_storage,0,normal
2024-01-17 14:54:41,user_028,199.228.109.48,Mexico,access,success,api,0,normal
2024-01-17 15:07:22,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-17 18:13:54,user_011,164.56.166.59,Mexico,access,success,file_storage,0,normal
2024-01-17 18:22:04,user_029,183.159.52.198,Argentina,access,success,api,0,normal
2024-01-17 18:34:52,user_009,168.134.187.117,España,access,success,file_storage,0,normal
2024-01-17 19:58:55,user_015,188.78.89.66,Mexico,access,success,dashboard,0,normal
2024-01-18 08:47:02,user_026,177.47.173.99,Mexico,access,success,file_storage,0,normal
2024-01-18 10:12:40,user_029,183.159.52.198,Argentina,access,success,file_storage,0,normal
2024-01-18 11:40:43,user_002,181.224.41.154,Colombia,access,success,api,0,normal
2024-01-18 12:35:34,user_027,159.134.57.185,Argentina,access,success,login,0,normal
2024-01-18 13:40:35,user_024,188.210.120.8,España,access,success,dashboard,0,normal
2024-01-18 15:28:40,user_002,181.224.41.154,Colombia,access,success,api,0,normal
2024-01-18 16:14:00,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-18 16:36:00,user_005,169.16.230.68,Brasil,access,success,dashboard,0,normal
2024-01-18 16:41:21,user_001,151.140.125.58,Argentina,access,success,login,0,normal
2024-01-18 16:49:08,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-18 17:47:23,user_011,164.56.166.59,Mexico,access,success,file_storage,0,normal
2024-01-18 17:50:53,user_013,196.149.226.196,Brasil,access,success,dashboard,0,normal
2024-01-18 18:58:21,user_001,151.140.125.58,Argentina,access,success,api,0,normal
2024-01-18 19:46:46,user_014,168.225.99.162,Brasil,access,success,dashboard,0,normal
2024-01-19 08:18:01,user_006,173.202.51.87,Argentina,access,success,api,0,normal
2024-01-19 08:29:39,user_001,151.140.125.58,Argentina,access,success,login,0,normal
2024-01-19 08:37:04,user_005,169.16.230.68,Brasil,access,success,login,0,normal
2024-01-19 08:41:52,user_030,171.232.199.201,Colombia,access,success,file_storage,0,normal
2024-01-19 11:30:07,user_027,159.134.57.185,Argentina,access,success,file_storage,0,normal
2024-01-19 12:04:13,user_009,168.134.187.117,España,access,success,login,0,normal
2024-01-19 12:42:04,user_007,197.9.52.104,España,access,success,api,0,normal
2024-01-19 12:49:03,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-19 13:02:34,user_014,168.225.99.162,Brasil,access,success,dashboard,0,normal
2024-01-19 13:49:46,user_027,159.134.57.185,Argentina,access,success,file_storage,0,normal
2024-01-19 13:59:32,user_007,197.9.52.104,España,access,success,login,0,normal
2024-01-19 14:15:29,user_016,176.156.118.57,España,access,success,file_storage,0,normal
2024-01-19 14:38:47,user_018,159.210.112.169,Argentina,access,success,login,0,normal
2024-01-19 14:57:44,user_011,164.56.166.59,Mexico,access,success,api,0,normal
2024-01-19 17:57:39,user_018,159.210.112.169,Argentina,access,success,login,0,normal
2024-01-19 18:01:09,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-19 18:07:07,user_030,171.232.199.201,Colombia,access,success,dashboard,0,normal
2024-01-19 18:46:17,user_015,188.78.89.66,Mexico,access,success,dashboard,0,normal
2024-01-19 19:03:10,user_003,158.192.78.42,Colombia,access,success,file_storage,0,normal
2024-01-19 19:43:09,user_007,197.9.52.104,España,access,success,login,0,normal
2024-01-22 08:00:58,user_030,171.232.199.201,Colombia,access,success,login,0,normal
2024-01-22 08:06:45,user_029,183.159.52.198,Argentina,access,success,file_storage,0,normal
2024-01-22 08:17:53,user_018,159.210.112.169,Argentina,access,success,login,0,normal
2024-01-22 08:58:02,user_013,196.149.226.196,Brasil,access,success,file_storage,0,normal
2024-01-22 09:10:15,user_012,166.120.207.62,Brasil,access,success,dashboard,0,normal
2024-01-22 09:16:39,user_008,186.9.145.243,Colombia,access,success,dashboard,0,normal
2024-01-22 09:27:06,user_002,181.224.41.154,Colombia,access,success,api,0,normal
2024-01-22 10:28:02,user_025,178.250.128.176,Colombia,access,success,api,0,normal
2024-01-22 10:32:04,user_010,173.18.47.197,Colombia,access,success,api,0,normal
2024-01-22 10:48:05,user_014,168.225.99.162,Brasil,access,success,api,0,normal
2024-01-22 11:08:30,user_016,176.156.118.57,España,access,success,file_storage,0,normal
2024-01-22 11:28:38,user_008,186.9.145.243,Colombia,access,success,file_storage,0,normal
2024-01-22 11:35:38,user_005,169.16.230.68,Brasil,access,success,api,0,normal
2024-01-22 12:09:24,user_004,176.213.68.100,Colombia,access,success,dashboard,0,normal
2024-01-22 12:09:40,user_016,176.156.118.57,España,access,success,login,0,normal
2024-01-22 12:43:27,user_015,188.78.89.66,Mexico,access,success,dashboard,0,normal
2024-01-22 13:27:13,user_017,195.118.110.207,Argentina,access,success,dashboard,0,normal
2024-01-22 13:38:19,user_012,166.120.207.62,Brasil,access,success,login,0,normal
2024-01-22 15:12:06,user_027,159.134.57.185,Argentina,access,success,dashboard,0,normal
2024-01-22 16:42:15,user_014,168.225.99.162,Brasil,access,success,file_storage,0,normal
2024-01-22 16:45:24,user_009,168.134.187.117,España,access,success,dashboard,0,normal
2024-01-22 17:06:32,user_005,169.16.230.68,Brasil,access,success,dashboard,0,normal
2024-01-22 17:18:51,user_004,176.213.68.100,Colombia,access,success,dashboard,0,normal
2024-01-22 18:26:32,user_017,195.118.110.207,Argentina,access,success,file_storage,0,normal
2024-01-23 08:06:26,user_009,168.134.187.117,España,access,success,dashboard,0,normal
2024-01-23 09:40:36,user_015,188.78.89.66,Mexico,access,success,api,0,normal
2024-01-23 09:42:26,user_009,168.134.187.117,España,access,success,file_storage,0,normal
2024-01-23 10:08:00,user_012,166.120.207.62,Brasil,access,success,dashboard,0,normal
2024-01-23 10:39:27,user_006,173.202.51.87,Argentina,access,success,file_storage,0,normal
2024-01-23 11:46:57,user_017,195.118.110.207,Argentina,access,success,api,0,normal
2024-01-23 12:53:43,user_015,188.78.89.66,Mexico,access,success,file_storage,0,normal
2024-01-23 12:56:28,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-23 15:06:29,user_017,195.118.110.207,Argentina,access,success,api,0,normal
2024-01-23 16:16:54,user_015,188.78.89.66,Mexico,access,success,login,0,normal
2024-01-23 16:25:12,user_011,164.56.166.59,Mexico,access,success,file_storage,0,normal
2024-01-23 16:54:31,user_030,171.232.199.201,Colombia,access,success,dashboard,0,normal
2024-01-23 17:00:39,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-23 18:52:50,user_010,173.18.47.197,Colombia,access,success,api,0,normal
2024-01-23 19:41:37,user_010,173.18.47.197,Colombia,access,success,api,0,normal
2024-01-23 19:51:06,user_005,169.16.230.68,Brasil,access,success,login,0,normal
2024-01-24 08:32:21,user_012,166.120.207.62,Brasil,access,success,file_storage,0,normal
2024-01-24 09:06:34,user_013,196.149.226.196,Brasil,access,success,dashboard,0,normal
2024-01-24 10:51:43,user_005,169.16.230.68,Brasil,access,success,api,0,normal
2024-01-24 11:38:07,user_012,166.120.207.62,Brasil,access,success,api,0,normal
2024-01-24 11:52:28,user_003,158.192.78.42,Colombia,access,success,api,0,normal
2024-01-24 12:14:25,user_001,151.140.125.58,Argentina,access,success,dashboard,0,normal
2024-01-24 12:20:44,user_009,168.134.187.117,España,access,success,dashboard,0,normal
2024-01-24 14:06:48,user_002,181.224.41.154,Colombia,access,success,login,0,normal
2024-01-24 14:32:47,user_005,169.16.230.68,Brasil,access,success,api,0,normal
2024-01-24 14:53:46,user_012,166.120.207.62,Brasil,access,success,dashboard,0,normal
2024-01-24 15:32:01,user_010,173.18.47.197,Colombia,access,success,file_storage,0,normal
2024-01-24 16:49:13,user_025,178.250.128.176,Colombia,access,success,api,0,normal
2024-01-24 17:09:09,user_024,188.210.120.8,España,access,success,dashboard,0,normal
2024-01-24 17:38:32,user_002,181.224.41.154,Colombia,access,success,file_storage,0,normal
2024-01-24 17:40:19,user_013,196.149.226.196,Brasil,access,success,dashboard,0,normal
2024-01-24 18:39:21,user_008,186.9.145.243,Colombia,access,success,login,0,normal
2024-01-24 18:45:58,user_015,188.78.89.66,Mexico,access,success,file_storage,0,normal
2024-01-24 19:12:46,user_027,159.134.57.185,Argentina,access,success,login,0,normal
2024-01-24 19:29:40,user_005,169.16.230.68,Brasil,access,success,api,0,normal
2024-01-25 08:13:10,user_006,173.202.51.87,Argentina,access,success,api,0,normal
2024-01-25 09:19:51,user_017,195.118.110.207,Argentina,access,success,api,0,normal
2024-01-25 11:29:53,user_028,199.228.109.48,Mexico,access,success,login,0,normal
2024-01-25 12:36:30,user_018,159.210.112.169,Argentina,access,success,api,0,normal
2024-01-25 13:26:57,user_016,176.156.118.57,España,access,success,login,0,normal
2024-01-25 13:27:20,user_002,181.224.41.154,Colombia,access,success,api,0,normal
